run,label,frame,reward,smoothed_reward
rlgames-lstm-sapg-seed0,rl_games LSTM,24281088,14.428783416748047,33.751433107956885
rlgames-lstm-sapg-seed0,rl_games LSTM,24379392,14.48637866973877,33.674063411417855
rlgames-lstm-sapg-seed0,rl_games LSTM,24477696,14.505083084106445,33.59738749010861
rlgames-lstm-sapg-seed0,rl_games LSTM,24576000,14.531121253967285,33.5214262700443
rlgames-lstm-sapg-seed0,rl_games LSTM,24674304,14.539379119873047,33.44610068611505
rlgames-lstm-sapg-seed0,rl_games LSTM,24772608,14.59539794921875,33.3715919796451
rlgames-lstm-sapg-seed0,rl_games LSTM,24870912,14.620601654052734,33.29776918308765
rlgames-lstm-sapg-seed0,rl_games LSTM,24969216,14.666396141052246,33.224704975079675
rlgames-lstm-sapg-seed0,rl_games LSTM,25067520,14.72730541229248,33.20124651294421
rlgames-lstm-sapg-seed0,rl_games LSTM,25165824,14.769718170166016,32.618181988611525
rlgames-lstm-sapg-seed0,rl_games LSTM,25264128,14.814496040344238,31.817854960598783
rlgames-lstm-sapg-seed0,rl_games LSTM,25362432,14.875534057617188,31.017767297359658
rlgames-lstm-sapg-seed0,rl_games LSTM,25460736,14.915239334106445,30.21783534108716
rlgames-lstm-sapg-seed0,rl_games LSTM,25559040,14.967841148376465,29.418109666439246
rlgames-lstm-sapg-seed0,rl_games LSTM,25657344,15.071060180664062,28.61878877231011
rlgames-lstm-sapg-seed0,rl_games LSTM,25755648,18.281131744384766,27.832056394117135
rlgames-lstm-sapg-seed0,rl_games LSTM,25853952,18.37786102294922,27.045703346428333
rlgames-lstm-sapg-seed0,rl_games LSTM,25952256,18.40367889404297,26.25945154529284
rlgames-lstm-sapg-seed0,rl_games LSTM,26050560,18.427270889282227,25.473292261785737
rlgames-lstm-sapg-seed0,rl_games LSTM,26148864,18.427270889282227,24.687132978278633
rlgames-lstm-sapg-seed0,rl_games LSTM,26247168,18.435367584228516,23.901005446516415
rlgames-lstm-sapg-seed0,rl_games LSTM,26345472,18.44728660583496,23.1149246560154
rlgames-lstm-sapg-seed0,rl_games LSTM,26443776,18.46183204650879,22.328900906458205
rlgames-lstm-sapg-seed0,rl_games LSTM,26542080,18.471643447875977,21.5429156329848
rlgames-lstm-sapg-seed0,rl_games LSTM,26640384,18.553346633911133,20.757250764162517
rlgames-lstm-sapg-seed0,rl_games LSTM,26738688,18.546260833740234,19.971558107888583
rlgames-lstm-sapg-seed0,rl_games LSTM,26836992,18.55837631225586,19.1859129632951
rlgames-lstm-sapg-seed0,rl_games LSTM,26935296,18.70331573486328,18.400836208594196
rlgames-lstm-sapg-seed0,rl_games LSTM,27033600,18.74083709716797,17.615906596490564
rlgames-lstm-sapg-seed0,rl_games LSTM,27131904,18.849319458007812,16.831402405409836
rlgames-lstm-sapg-seed0,rl_games LSTM,27230208,18.9157657623291,16.047158788071542
rlgames-lstm-sapg-seed0,rl_games LSTM,27328512,18.95271873474121,15.263060084350553
rlgames-lstm-sapg-seed0,rl_games LSTM,27426816,19.171581268310547,14.479819665074933
rlgames-lstm-sapg-seed0,rl_games LSTM,27525120,19.208866119384766,13.696725460901565
rlgames-lstm-sapg-seed0,rl_games LSTM,27623424,19.360273361206055,12.914225010617692
rlgames-lstm-sapg-seed0,rl_games LSTM,27721728,19.555152893066406,12.132488793792094
rlgames-lstm-sapg-seed0,rl_games LSTM,27820032,19.57797622680664,11.350842080236065
rlgames-lstm-sapg-seed0,rl_games LSTM,27918336,19.59433364868164,10.569259513432488
rlgames-lstm-sapg-seed0,rl_games LSTM,28016640,19.632612228393555,9.787827058706213
rlgames-lstm-sapg-seed0,rl_games LSTM,28114944,19.655471801757812,9.00648424936568
rlgames-lstm-sapg-seed0,rl_games LSTM,28213248,19.656997680664062,8.225147423863996
rlgames-lstm-sapg-seed0,rl_games LSTM,28311552,19.749042510986328,7.444171558481221
rlgames-lstm-sapg-seed0,rl_games LSTM,28409856,19.83489418029785,7.021813370974041
rlgames-lstm-sapg-seed0,rl_games LSTM,28508160,19.86086654663086,6.679332288880558
rlgames-lstm-sapg-seed0,rl_games LSTM,28606464,19.87653350830078,6.336912645852449
rlgames-lstm-sapg-seed0,rl_games LSTM,28704768,19.878089904785156,6.353388558956338
rlgames-lstm-sapg-seed0,rl_games LSTM,28803072,19.891149520874023,6.3698786350588
rlgames-lstm-sapg-seed0,rl_games LSTM,28901376,19.96797752380371,6.386513931450306
rlgames-lstm-sapg-seed0,rl_games LSTM,28999680,19.972288131713867,6.403166132186557
rlgames-lstm-sapg-seed0,rl_games LSTM,29097984,19.99835777282715,6.419920566809528
rlgames-lstm-sapg-seed0,rl_games LSTM,29196288,20.05963706970215,6.436915312400636
rlgames-lstm-sapg-seed0,rl_games LSTM,29294592,20.091596603393555,6.454035389496415
